BEGIN;
BEGIN
select
	s_acctbal,
	s_name,
	n_name,
	p_partkey,
	p_mfgr,
	s_address,
	s_phone,
	s_comment
from
	part,
	supplier,
	partsupp,
	nation,
	region
where
	p_partkey = ps_partkey
	and s_suppkey = ps_suppkey
	and p_size = 11
	and p_type like '%BRASS'
	and s_nationkey = n_nationkey
	and n_regionkey = r_regionkey
	and r_name = 'ASIA'
	and ps_supplycost = (
		select
			min(ps_supplycost)
		from
			partsupp,
			supplier,
			nation,
			region
		where
			p_partkey = ps_partkey
			and s_suppkey = ps_suppkey
			and s_nationkey = n_nationkey
			and n_regionkey = r_regionkey
			and r_name = 'ASIA'
	)
order by
	s_acctbal desc,
	n_name,
	s_name,
	p_partkey
LIMIT 100;
 s_acctbal |          s_name           |          n_name           | p_partkey |          p_mfgr           |                s_address                 |     s_phone     |                                              s_comment                                               
-----------+---------------------------+---------------------------+-----------+---------------------------+------------------------------------------+-----------------+------------------------------------------------------------------------------------------------------
   9999.14 | Supplier#000058246        | CHINA                     |    758245 | Manufacturer#4            | K44oF,yPllAObqlTuiifUsBObneERr HR        | 28-133-556-7631 | ly unusual foxes. even theodolites haggle according to the express instructio
   9999.06 | Supplier#000048423        | INDIA                     |   1648422 | Manufacturer#2            | AGi9fltL8hniyIiOQ,6PHb8Cp41PlN7y         | 18-880-650-5063 | en requests against the requests cajole slyly even, s
    9997.7 | Supplier#000091418        | JAPAN                     |   1966398 | Manufacturer#2            | FYnzWvn0F6Ykj61QqvYtabW5,fIJRHTmDzo      | 22-983-723-7306 | ays. silent braids along the carefully pending theodolites integrate carefully regular excuses. ir
   9996.65 | Supplier#000041402        | CHINA                     |    891385 | Manufacturer#4            | YTO5 WxLYMSHpjhJ,h                       | 28-763-115-7623 | ular platelets are slyly about the furiously regular accounts. ironically un
   9996.14 | Supplier#000031637        | VIETNAM                   |     31636 | Manufacturer#2            | DZ8RCx5OKVmiIguU6E Q3aeCEBDIRVC8,9RhyGyT | 31-125-483-6437 | te. slyly ironic instructions use quickly quickly regular packages. slyly s
   9996.14 | Supplier#000031637        | VIETNAM                   |   1456594 | Manufacturer#2            | DZ8RCx5OKVmiIguU6E Q3aeCEBDIRVC8,9RhyGyT | 31-125-483-6437 | te. slyly ironic instructions use quickly quickly regular packages. slyly s
    9991.7 | Supplier#000033562        | INDONESIA                 |   1633561 | Manufacturer#1            | SopB krelv                               | 19-493-533-8956 | even accounts haggle slyly above the regular requests. fluffily final pinto beans cajole even acc
   9991.32 | Supplier#000084065        | VIETNAM                   |     84064 | Manufacturer#4            | CfJ,Bun49DmmJ                            | 31-355-724-3538 | ross the slyly regular excuses.
   9989.31 | Supplier#000038871        | INDIA                     |   1288846 | Manufacturer#4            | KVRUus5S4HcjPtLtkqhBBjJmBgDoqpiKJ        | 18-573-742-5379 | uffy instructions wake fluffily according to the furiously unusual requests. pending packa
   9989.02 | Supplier#000002892        | JAPAN                     |    702891 | Manufacturer#3            | g  RYnxGX5D 192b2QWfOL9 DII              | 22-714-719-2067 | . regular requests across the pend
   9989.02 | Supplier#000002892        | JAPAN                     |   1352865 | Manufacturer#2            | g  RYnxGX5D 192b2QWfOL9 DII              | 22-714-719-2067 | . regular requests across the pend
   9988.06 | Supplier#000014122        | INDONESIA                 |   1264097 | Manufacturer#3            | WVMcmU2A9RyNpvd6nzIMmb5xMIwAmBwhHkQ      | 19-281-910-7097 | ss the blithely regular pinto beans. furiously final asymptotes could
   9985.48 | Supplier#000019098        | CHINA                     |   1519097 | Manufacturer#5            | ps84ev,j5vny35HatOzztKFtfO1g3Tu 5BtIWF   | 28-353-214-4569 | pendencies are according to the final accounts-- final deposits at the blithely sile
   9982.48 | Supplier#000057278        | JAPAN                     |     57277 | Manufacturer#5            | ClRFtmJzzvz                              | 22-744-690-8223 | structions use above the carefully unusual escapades. regular requests boost. even, express excus
   9979.97 | Supplier#000045921        | INDONESIA                 |    270914 | Manufacturer#2            | HXpoZw3g6W9W4yB                          | 19-841-924-7976 | xes. slyly ironic excuses breach along the carefully pending dolphins. blithe
    9969.6 | Supplier#000052704        | CHINA                     |    477691 | Manufacturer#2            | k ,Cg0vnBRrybxl06UsXrvkl7dS5TKzixbOK7bj  | 28-302-134-3288 | ly carefully blithe sheaves. pinto beans believe carefully carefully express
   9969.06 | Supplier#000084584        | INDONESIA                 |   1659567 | Manufacturer#4            | 9J0Bhiuj7l,LOaMZh4                       | 19-606-984-3247 | long the ideas. regular, regular asymptotes wake finally ironic excuses? ironic realms about the reg
   9968.93 | Supplier#000055759        | VIETNAM                   |    655758 | Manufacturer#2            | y5jPzVEg0W                               | 31-211-861-1258 | ages. deposits boost among th
   9961.23 | Supplier#000012662        | INDONESIA                 |   1837607 | Manufacturer#4            | NpE,rCfLhCLkgkCkjR                       | 19-846-638-1195 | t the slyly regular instructions integrate furiously blithely pendin
   9960.71 | Supplier#000014489        | CHINA                     |    639470 | Manufacturer#1            | 1pzcafCXxBBswPsHOMPw  U34GGH3sbsY        | 28-603-391-4963 | ly stealthy deposits detect after the quickly even excuses. fluffily regular packages around the eve
   9956.55 | Supplier#000000693        | INDIA                     |    550682 | Manufacturer#3            | S,mnHfsroFOVieQGdcaY5eod,8Zmji8          | 18-231-996-9225 | wake quickly around the foxes.
   9953.38 | Supplier#000057593        | VIETNAM                   |   1257592 | Manufacturer#3            | iNjhvQhTyVPBfEtVnm1VNLtqTC7OYIuFgW,QDZ   | 31-490-408-8259 | alongside of the slyly regular account
   9951.81 | Supplier#000046235        | JAPAN                     |   1621218 | Manufacturer#3            | 2abYAvqPXzm9mDTjxKfGIme8OJAEMPIT         | 22-450-617-1688 | the furiously special deposits. slyly pending hockey players detect. carefully regular accounts a
   9951.32 | Supplier#000085474        | CHINA                     |    860465 | Manufacturer#5            | uUjkucLnQCsFHLLwX                        | 28-369-319-4591 | packages breach slyly quickly express deposits. fluffily final foxes nag furiou
