BEGIN;
BEGIN
select
	p_brand,
	p_type,
	p_size,
	count(distinct ps_suppkey) as supplier_cnt
from
	partsupp,
	part
where
	p_partkey = ps_partkey
	and p_brand <> 'Brand#43'
	and p_type not like 'STANDARD PLATED%'
	and p_size in (30, 26, 40, 22, 18, 21, 15, 10)
	and ps_suppkey not in (
		select
			s_suppkey
		from
			supplier
		where
			s_comment like '%Customer%Complaints%'
	)
group by
	p_brand,
	p_type,
	p_size
order by
	supplier_cnt desc,
	p_brand,
	p_type,
	p_size;
  p_brand   |          p_type           | p_size | supplier_cnt 
------------+---------------------------+--------+--------------
 Brand#55   | ECONOMY BURNISHED NICKEL  |     21 |          104
 Brand#33   | ECONOMY BRUSHED NICKEL    |     18 |          100
 Brand#55   | PROMO BURNISHED STEEL     |     22 |           99
 Brand#45   | MEDIUM ANODIZED TIN       |     40 |           96
 Brand#51   | ECONOMY PLATED NICKEL     |     10 |           96
 Brand#11   | LARGE POLISHED COPPER     |     10 |           92
 Brand#15   | PROMO ANODIZED BRASS      |     22 |           92
 Brand#21   | MEDIUM PLATED COPPER      |     22 |           92
 Brand#22   | LARGE PLATED COPPER       |     40 |           92
 Brand#32   | SMALL BRUSHED TIN         |     30 |           92
 Brand#42   | LARGE PLATED COPPER       |     18 |           92
 Brand#51   | LARGE ANODIZED BRASS      |     30 |           92
 Brand#54   | ECONOMY POLISHED BRASS    |     30 |           92
 Brand#13   | MEDIUM ANODIZED NICKEL    |     21 |           91
 Brand#31   | MEDIUM ANODIZED TIN       |     15 |           91
 Brand#15   | MEDIUM ANODIZED COPPER    |     22 |           88
 Brand#21   | LARGE POLISHED NICKEL     |     10 |           88
 Brand#21   | MEDIUM BURNISHED TIN      |     22 |           88
 Brand#21   | PROMO POLISHED COPPER     |     15 |           88
 Brand#21   | SMALL BRUSHED COPPER      |     18 |           88
 Brand#21   | SMALL BRUSHED NICKEL      |     21 |           88
 Brand#23   | ECONOMY BURNISHED COPPER  |     40 |           88
 Brand#23   | STANDARD BURNISHED NICKEL |     21 |           88
 Brand#25   | PROMO PLATED COPPER       |     18 |           88
 Brand#31   | STANDARD BRUSHED COPPER   |     15 |           88
 Brand#32   | PROMO BURNISHED STEEL     |     30 |           88
 Brand#33   | PROMO BRUSHED STEEL       |     21 |           88
 Brand#35   | MEDIUM BURNISHED STEEL    |     10 |           88
 Brand#35   | SMALL ANODIZED COPPER     |     15 |           88
 Brand#35   | STANDARD POLISHED COPPER  |     22 |           88
 Brand#42   | LARGE POLISHED STEEL      |     10 |           88
 Brand#42   | STANDARD BURNISHED STEEL  |     22 |           88
 Brand#42   | STANDARD POLISHED NICKEL  |     40 |           88
 Brand#44   | STANDARD POLISHED STEEL   |     40 |           88
 Brand#45   | ECONOMY POLISHED BRASS    |     30 |           88
 Brand#52   | LARGE ANODIZED TIN        |     30 |           88
 Brand#52   | MEDIUM POLISHED STEEL     |     15 |           88
 Brand#52   | PROMO BRUSHED STEEL       |     22 |           88
 Brand#54   | PROMO POLISHED STEEL      |     26 |           88
 Brand#55   | SMALL ANODIZED NICKEL     |     22 |           88
 Brand#31   | STANDARD POLISHED BRASS   |     10 |           87
 Brand#51   | PROMO POLISHED STEEL      |     15 |           87
 Brand#11   | STANDARD ANODIZED NICKEL  |     22 |           84
 Brand#12   | LARGE BURNISHED NICKEL    |     10 |           84
 Brand#12   | PROMO BURNISHED NICKEL    |     26 |           84
 Brand#13   | ECONOMY PLATED BRASS      |     18 |           84
 Brand#13   | LARGE POLISHED NICKEL     |     40 |           84
 Brand#13   | MEDIUM ANODIZED TIN       |     18 |           84
 Brand#13   | PROMO POLISHED NICKEL     |     22 |           84
 Brand#13   | SMALL POLISHED BRASS      |     21 |           84
 Brand#13   | SMALL POLISHED COPPER     |     30 |           84
 Brand#14   | ECONOMY BURNISHED COPPER  |     40 |           84
 Brand#14   | LARGE POLISHED STEEL      |     10 |           84
 Brand#14   | SMALL BURNISHED STEEL     |     18 |           84
 Brand#14   | STANDARD POLISHED NICKEL  |     30 |           84
 Brand#15   | PROMO POLISHED STEEL      |     40 |           84
 Brand#15   | PROMO POLISHED TIN        |     22 |           84
 Brand#15   | SMALL BRUSHED COPPER      |     10 |           84
 Brand#15   | SMALL PLATED NICKEL       |     22 |           84
 Brand#21   | ECONOMY BURNISHED TIN     |     26 |           84
 Brand#21   | ECONOMY PLATED NICKEL     |     40 |           84
 Brand#22   | MEDIUM BRUSHED TIN        |     22 |           84
 Brand#22   | SMALL POLISHED TIN        |     40 |           84
 Brand#23   | SMALL ANODIZED NICKEL     |     30 |           84
 Brand#24   | LARGE BURNISHED NICKEL    |     15 |           84
 Brand#24   | LARGE PLATED NICKEL       |     40 |           84
 Brand#24   | PROMO ANODIZED BRASS      |     21 |           84
 Brand#24   | PROMO ANODIZED NICKEL     |     21 |           84
 Brand#33   | SMALL ANODIZED NICKEL     |     18 |           84
 Brand#34   | SMALL ANODIZED BRASS      |     26 |           84
 Brand#35   | MEDIUM BURNISHED BRASS    |     18 |           84
 Brand#41   | ECONOMY ANODIZED TIN      |     26 |           84
 Brand#41   | LARGE PLATED TIN          |     18 |           84
 Brand#41   | PROMO BRUSHED TIN         |     22 |           84
 Brand#42   | PROMO BURNISHED STEEL     |     30 |           84
 Brand#42   | SMALL PLATED COPPER       |     15 |           84
 Brand#44   | LARGE PLATED TIN          |     18 |           84
 Brand#44   | PROMO POLISHED STEEL      |     18 |           84
 Brand#44   | STANDARD BURNISHED BRASS  |     18 |           84
 Brand#44   | STANDARD POLISHED TIN     |     21 |           84
 Brand#45   | PROMO BRUSHED STEEL       |     10 |           84
 Brand#45   | SMALL ANODIZED TIN        |     15 |           84
 Brand#45   | STANDARD POLISHED NICKEL  |     18 |           84
 Brand#51   | PROMO ANODIZED NICKEL     |     15 |           84
 Brand#51   | PROMO BURNISHED TIN       |     10 |           84
 Brand#52   | ECONOMY POLISHED TIN      |     26 |           84
 Brand#52   | LARGE PLATED TIN          |     22 |           84
 Brand#52   | PROMO ANODIZED STEEL      |     15 |           84
 Brand#52   | STANDARD ANODIZED BRASS   |     22 |           84
 Brand#52   | STANDARD BRUSHED NICKEL   |     21 |           84
 Brand#53   | SMALL ANODIZED NICKEL     |     30 |           84
 Brand#55   | LARGE BURNISHED STEEL     |     21 |           84
 Brand#55   | PROMO BRUSHED NICKEL      |     15 |           84
 Brand#55   | PROMO BURNISHED STEEL     |     18 |           84
 Brand#12   | MEDIUM ANODIZED TIN       |     30 |           83
 Brand#21   | ECONOMY PLATED BRASS      |     10 |           83
 Brand#42   | LARGE BRUSHED STEEL       |     10 |           83
 Brand#53   | LARGE ANODIZED TIN        |     22 |           83
 Brand#55   | PROMO PLATED STEEL        |     15 |           83
 Brand#11   | MEDIUM BRUSHED COPPER     |     40 |           80
 Brand#12   | LARGE BURNISHED NICKEL    |     21 |           80
 Brand#12   | SMALL BURNISHED STEEL     |     30 |           80
 Brand#13   | ECONOMY POLISHED TIN      |     15 |           80
 Brand#13   | LARGE BRUSHED COPPER      |     40 |           80
 Brand#13   | LARGE BRUSHED TIN         |     21 |           80
 Brand#13   | MEDIUM BURNISHED STEEL    |     18 |           80
 Brand#13   | SMALL PLATED COPPER       |     21 |           80
 Brand#14   | LARGE BURNISHED STEEL     |     22 |           80
 Brand#15   | ECONOMY BURNISHED STEEL   |     15 |           80
 Brand#15   | LARGE BURNISHED COPPER    |     10 |           80
 Brand#15   | MEDIUM ANODIZED TIN       |     26 |           80
 Brand#15   | MEDIUM ANODIZED TIN       |     30 |           80
 Brand#15   | MEDIUM PLATED COPPER      |     15 |           80
 Brand#15   | PROMO POLISHED COPPER     |     26 |           80
 Brand#15   | SMALL PLATED BRASS        |     26 |           80
 Brand#21   | PROMO BRUSHED COPPER      |     21 |           80
 Brand#21   | PROMO BURNISHED BRASS     |     15 |           80
 Brand#21   | PROMO PLATED STEEL        |     21 |           80
 Brand#21   | SMALL BURNISHED STEEL     |     30 |           80
 Brand#21   | SMALL PLATED STEEL        |     22 |           80
 Brand#22   | ECONOMY ANODIZED STEEL    |     26 |           80
 Brand#22   | LARGE POLISHED TIN        |     22 |           80
 Brand#22   | PROMO PLATED COPPER       |     21 |           80
 Brand#22   | STANDARD POLISHED TIN     |     40 |           80
 Brand#23   | MEDIUM BRUSHED NICKEL     |     10 |           80
 Brand#23   | SMALL BRUSHED COPPER      |     15 |           80
 Brand#24   | LARGE ANODIZED STEEL      |     10 |           80
 Brand#25   | LARGE BRUSHED COPPER      |     40 |           80
 Brand#25   | LARGE PLATED STEEL        |     18 |           80
 Brand#25   | SMALL ANODIZED BRASS      |     30 |           80
 Brand#25   | SMALL BRUSHED NICKEL      |     22 |           80
 Brand#32   | ECONOMY ANODIZED STEEL    |     22 |           80
 Brand#32   | MEDIUM POLISHED NICKEL    |     30 |           80
 Brand#32   | SMALL BURNISHED STEEL     |     40 |           80
 Brand#33   | LARGE PLATED COPPER       |     15 |           80
 Brand#33   | MEDIUM BURNISHED STEEL    |     30 |           80
 Brand#33   | PROMO BRUSHED BRASS       |     10 |           80
 Brand#34   | PROMO POLISHED STEEL      |     15 |           80
 Brand#34   | SMALL ANODIZED COPPER     |     15 |           80
 Brand#34   | SMALL ANODIZED TIN        |     10 |           80
 Brand#34   | SMALL POLISHED TIN        |     26 |           80
 Brand#34   | STANDARD BRUSHED NICKEL   |     30 |           80
 Brand#34   | STANDARD POLISHED BRASS   |     26 |           80
 Brand#35   | PROMO PLATED BRASS        |     22 |           80
 Brand#35   | SMALL POLISHED BRASS      |     10 |           80
 Brand#41   | LARGE BURNISHED BRASS     |     30 |           80
 Brand#41   | PROMO PLATED TIN          |     40 |           80
 Brand#41   | STANDARD BRUSHED COPPER   |     26 |           80
 Brand#41   | STANDARD BRUSHED NICKEL   |     22 |           80
 Brand#41   | STANDARD BURNISHED NICKEL |     21 |           80
 Brand#42   | ECONOMY BURNISHED BRASS   |     15 |           80
 Brand#42   | PROMO BRUSHED TIN         |     21 |           80
 Brand#44   | ECONOMY ANODIZED NICKEL   |     30 |           80
 Brand#44   | ECONOMY BRUSHED TIN       |     30 |           80
 Brand#44   | SMALL ANODIZED COPPER     |     15 |           80
 Brand#44   | STANDARD BURNISHED COPPER |     10 |           80
 Brand#45   | ECONOMY BRUSHED NICKEL    |     18 |           80
 Brand#45   | ECONOMY BURNISHED BRASS   |     10 |           80
 Brand#45   | LARGE ANODIZED NICKEL     |     10 |           80
 Brand#45   | MEDIUM BRUSHED NICKEL     |     30 |           80
 Brand#45   | MEDIUM PLATED STEEL       |     30 |           80
 Brand#45   | PROMO BRUSHED BRASS       |     18 |           80
 Brand#45   | SMALL PLATED STEEL        |     10 |           80
 Brand#51   | ECONOMY BRUSHED NICKEL    |     15 |           80
 Brand#51   | LARGE PLATED TIN          |     21 |           80
 Brand#51   | PROMO BURNISHED STEEL     |     18 |           80
 Brand#51   | SMALL BRUSHED COPPER      |     21 |           80
 Brand#52   | LARGE PLATED BRASS        |     21 |           80
 Brand#52   | MEDIUM ANODIZED NICKEL    |     21 |           80
 Brand#52   | PROMO BRUSHED TIN         |     21 |           80
 Brand#52   | PROMO BURNISHED NICKEL    |     10 |           80
 Brand#52   | SMALL ANODIZED STEEL      |     26 |           80
 Brand#52   | SMALL BRUSHED BRASS       |     30 |           80
 Brand#52   | SMALL POLISHED COPPER     |     21 |           80
 Brand#53   | SMALL ANODIZED NICKEL     |     22 |           80
 Brand#54   | SMALL BRUSHED BRASS       |     18 |           80
 Brand#54   | SMALL PLATED COPPER       |     30 |           80
 Brand#55   | MEDIUM PLATED BRASS       |     18 |           80
 Brand#55   | PROMO BRUSHED BRASS       |     22 |           80
 Brand#55   | PROMO BURNISHED COPPER    |     15 |           80
 Brand#55   | PROMO POLISHED BRASS      |     26 |           80
 Brand#55   | SMALL BURNISHED BRASS     |     10 |           80
 Brand#12   | MEDIUM POLISHED COPPER    |     10 |           79
 Brand#13   | LARGE POLISHED BRASS      |     40 |           79
 Brand#23   | PROMO BRUSHED BRASS       |     15 |           79
 Brand#25   | ECONOMY PLATED BRASS      |     30 |           79
 Brand#54   | STANDARD POLISHED STEEL   |     18 |           79
 Brand#55   | MEDIUM POLISHED TIN       |     26 |           79
 Brand#11   | ECONOMY ANODIZED STEEL    |     10 |           76
 Brand#11   | LARGE BRUSHED TIN         |     26 |           76
 Brand#11   | LARGE POLISHED STEEL      |     30 |           76
 Brand#11   | SMALL PLATED STEEL        |     18 |           76
 Brand#11   | STANDARD BRUSHED STEEL    |     18 |           76
 Brand#11   | STANDARD POLISHED STEEL   |     26 |           76
 Brand#12   | ECONOMY BRUSHED COPPER    |     10 |           76
 Brand#12   | ECONOMY POLISHED BRASS    |     21 |           76
 Brand#12   | LARGE ANODIZED BRASS      |     21 |           76
 Brand#12   | LARGE BRUSHED STEEL       |     21 |           76
 Brand#12   | LARGE PLATED COPPER       |     10 |           76
 Brand#12   | MEDIUM ANODIZED STEEL     |     18 |           76
 Brand#12   | MEDIUM BRUSHED BRASS      |     26 |           76
 Brand#12   | SMALL PLATED BRASS        |     21 |           76
 Brand#12   | STANDARD BRUSHED STEEL    |     26 |           76
 Brand#13   | ECONOMY ANODIZED BRASS    |     30 |           76
 Brand#13   | ECONOMY BRUSHED NICKEL    |     40 |           76
 Brand#13   | ECONOMY POLISHED COPPER   |     30 |           76
 Brand#13   | MEDIUM BURNISHED BRASS    |     26 |           76
 Brand#13   | PROMO BRUSHED BRASS       |     18 |           76
 Brand#13   | PROMO BURNISHED NICKEL    |     15 |           76
 Brand#13   | PROMO PLATED STEEL        |     18 |           76
