# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit
axle;60;1416332956;5712008;258812416;97.84;54592;51772060;211553168;77.52
axle;60;1416333016;2058508;262465916;99.22;54700;52256860;214541492;78.61
axle;60;1416333076;4693112;259831312;98.23;54800;51241160;212773080;77.96
axle;60;1416333136;894112;263630312;99.66;54920;50288864;217541504;79.71
axle;60;1416333196;7227968;257296456;97.27;55020;49370544;212164068;77.74
axle;60;1416333256;5498492;259025932;97.92;55116;49333704;214016972;78.42
axle;60;1416333316;7337656;257186768;97.23;55236;49969356;211561680;77.52
axle;60;1416333376;5816176;258708248;97.80;55364;49397532;213598552;78.27
axle;60;1416333436;7606700;256917724;97.12;55496;49705772;211442632;77.48
axle;60;1416333496;4034116;260490308;98.47;55616;49724096;215018648;78.79
axle;60;1416333556;5614148;258910276;97.88;55736;49593136;213589492;78.26
axle;60;1416333616;1951872;262572552;99.26;55872;50534436;216350504;79.28
axle;60;1416333676;10998864;253525560;95.84;55972;49558348;208489164;76.39
axle;60;1416333736;11905936;252618488;95.50;56048;49562256;207491812;76.03
axle;60;1416333796;11908204;252616220;95.50;56104;49563760;207491820;76.03
axle;60;1416333856;11745644;252778780;95.56;56144;49565524;207794908;76.14
axle;60;1416333916;11903092;252621332;95.50;56192;49567496;207491820;76.03
axle;60;1416333976;11901996;252622428;95.50;56248;49569440;207491820;76.03
axle;60;1416334036;11612400;252912024;95.61;56288;49570872;207799004;76.14
