ctime,datname,pid,usesysid,usename,application_name,client_addr,client_port,backend_start,xact_start,query_start,waiting,query,state,state_change
1416332235.02482,dbt3,27148,10,mark,psql,,-1,2014-11-18 18:37:15.022211+01,2014-11-18 18:37:15.024824+01,2014-11-18 18:37:15.024824+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, pid, usesysid, usename, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV, HEADER);",active,2014-11-18 18:37:15.024829+01
1416332235.02482,dbt3,27149,10,mark,psql,,-1,2014-11-18 18:37:15.022308+01,2014-11-18 18:37:15.024968+01,2014-11-18 18:37:15.024968+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, relname, pid, mode, granted FROM pg_locks, pg_class WHERE relfilenode = relation ORDER BY relname) TO STDOUT (FORMAT CSV, HEADER);",active,2014-11-18 18:37:15.024972+01
1416332235.02482,dbt3,27150,10,mark,psql,,-1,2014-11-18 18:37:15.022394+01,2014-11-18 18:37:15.024968+01,2014-11-18 18:37:15.024968+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, numbackends, xact_commit, xact_rollback, blks_read, blks_hit, tup_returned, tup_fetched, tup_inserted, tup_updated, tup_deleted FROM pg_stat_database) TO STDOUT (FORMAT CSV, HEADER);",active,2014-11-18 18:37:15.024972+01
1416332235.02482,dbt3,27151,10,mark,psql,,-1,2014-11-18 18:37:15.022492+01,2014-11-18 18:37:15.024877+01,2014-11-18 18:37:15.024877+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV, HEADER);",active,2014-11-18 18:37:15.024881+01
1416332235.02482,dbt3,27152,10,mark,psql,,-1,2014-11-18 18:37:15.022593+01,2014-11-18 18:37:15.024924+01,2014-11-18 18:37:15.024924+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV, HEADER);",active,2014-11-18 18:37:15.024928+01
1416332295.02656,dbt3,29318,10,mark,psql,,-1,2014-11-18 18:37:50.929823+01,2014-11-18 18:37:50.931679+01,2014-11-18 18:37:50.931872+01,f,"select
	nation,
	o_year,
	sum(amount) as sum_profit
from
	(
		select
			n_name as nation,
			extract(year from o_orderdate) as o_year,
			l_extendedprice * (1 - l_discount) - ps_supplycost * l_quantity as amount
		from
			part,
			supplier,
			lineitem,
			partsupp,
			orders,
			nation
		where
			s_suppkey = l_suppkey
			and ps_suppkey = l_suppkey
			and ps_partkey = l_partkey
			and p_partkey = l_partkey
			and o_orderkey = l_orderkey
			and s_nationkey = n_nationkey
			and p_name like '%seashell%'
	) as profit
group by
	nation,
	o_year
order by
	nation,
	o_year desc;",active,2014-11-18 18:37:50.931873+01
1416332295.02656,dbt3,30977,10,mark,psql,,-1,2014-11-18 18:38:15.024785+01,2014-11-18 18:38:15.026567+01,2014-11-18 18:38:15.026567+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, relname, pid, mode, granted FROM pg_locks, pg_class WHERE relfilenode = relation ORDER BY relname) TO STDOUT (FORMAT CSV);",active,2014-11-18 18:38:15.026571+01
1416332295.02656,dbt3,30978,10,mark,psql,,-1,2014-11-18 18:38:15.024869+01,2014-11-18 18:38:15.026562+01,2014-11-18 18:38:15.026562+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, pid, usesysid, usename, application_name, client_addr, client_port, backend_start, xact_start, query_start, waiting, query , state, state_change FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",active,2014-11-18 18:38:15.026568+01
1416332295.02656,dbt3,30976,10,mark,psql,,-1,2014-11-18 18:38:15.024752+01,2014-11-18 18:38:15.027808+01,2014-11-18 18:38:15.027808+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, numbackends, xact_commit, xact_rollback, blks_read, blks_hit, tup_returned, tup_fetched, tup_inserted, tup_updated, tup_deleted FROM pg_stat_database) TO STDOUT (FORMAT CSV);",active,2014-11-18 18:38:15.027817+01
1416332295.02656,dbt3,30979,10,mark,psql,,-1,2014-11-18 18:38:15.025057+01,2014-11-18 18:38:15.027857+01,2014-11-18 18:38:15.027857+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, seq_scan, seq_tup_read, idx_scan, idx_tup_fetch, n_tup_ins, n_tup_upd, n_tup_del, n_tup_hot_upd, n_live_tup, n_dead_tup, heap_blks_read, heap_blks_hit, idx_blks_read, idx_blks_hit, toast_blks_read, toast_blks_hit, tidx_blks_read, tidx_blks_hit FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV);",active,2014-11-18 18:38:15.027866+01
